1329566031 0 1 0 0
1329569055 0 1 0 1
1329570773 0 1 0 2
1329571079 1 1 0 2
1329573654 1 2 0 2
1329574619 2 2 0 2
1329576508 3 2 0 2
1329576984 4 2 0 2
1329576998 5 2 0 2
1329579299 6 2 0 2
1329579931 7 2 0 2
1329580078 8 2 0 2
1329582961 9 2 0 2
1329583775 10 2 0 2
1329589907 11 2 0 2
1329599471 12 2 0 2
1329611849 12 3 0 2
1329612292 12 4 0 2
1329638630 12 5 0 2
1329639895 13 5 0 2
1329640619 14 5 0 2
1329642242 14 6 0 2
1329642430 15 6 0 2
1329644051 15 7 0 2
1329654637 16 7 0 2
1329655464 17 7 0 2
1329657792 17 7 1 2
1329657796 17 7 2 2
1329658586 17 7 3 2
1329660277 17 8 3 2
1329660657 17 9 3 2
1329662163 18 9 3 2
1329662730 19 9 3 2
1329663090 19 10 3 2
1329663444 20 10 3 2
1329663500 20 11 3 2
1329664742 21 11 3 2
1329666529 22 11 3 2
1329666660 23 11 3 2
1329669714 23 11 4 2
1329669717 23 11 5 2
1329669811 23 11 6 2
1329670211 23 11 7 2
1329670313 23 11 8 2
1329670536 23 11 9 2
1329671269 23 11 10 2
