1329566031 0 208 0 0
1329569055 0 208 0 1
1329570773 0 208 0 1
1329571079 175 208 0 1
1329573654 175 313 0 1
1329574619 277 313 0 1
1329576508 353 313 0 1
1329576984 353 313 0 1
1329576998 354 313 0 1
1329579299 400 313 0 1
1329579931 411 313 0 1
1329580078 412 313 0 1
1329582961 456 313 0 1
1329583775 458 313 0 1
1329589907 605 313 0 1
1329599471 608 313 0 1
1329611849 608 665 0 1
1329612292 608 665 0 1
1329638630 608 665 0 1
1329639895 611 665 0 1
1329640619 641 665 0 1
1329642242 641 685 0 1
1329642430 668 685 0 1
1329644051 668 703 0 1
1329654637 975 703 0 1
1329655464 977 703 0 1
1329657792 977 703 898 1
1329657796 977 703 898 1
1329658586 977 703 898 1
